Serial|Year|Award|Winner|Film|Names,,,,,,,,,,,
1869|1961|Best Motion Picture|0|Fanny |Joshua Logan, Producer,,,,,,,,,,
1870|1961|Cinematography (Color)|0|Fanny |Jack Cardiff,,,,,,,,,,,
1871|1961|Film Editing|0|Fanny |William H. Reynolds,,,,,,,,,,,
1872|1961|Music (Music Score of a Dramatic or Comedy Picture)|0|Fanny |Morris Stoloff, Harry Sukman,,,,,,,,,,
1873|1983|Art Direction|1|Fanny & Alexander |Anna Asp,,,,,,,,,,,
1874|1983|Cinematography|1|Fanny & Alexander |Sven Nykvist,,,,,,,,,,,
1875|1983|Costume Design|1|Fanny & Alexander |Marik Vos,,,,,,,,,,,
1876|1983|Directing|0|Fanny & Alexander |Ingmar Bergman,,,,,,,,,,,
1877|1983|Foreign Language Film|1|Fanny & Alexander |Sweden,,,,,,,,,,,
1878|1983|Writing (Screenplay Written Directly for the Screen)|0|Fanny & Alexander |Ingmar Bergman,,,,,,,,,,,
1879|2009|Animated Feature Film|0|Fantastic Mr. Fox |Wes Anderson,,,,,,,,,,,
1880|2009|Music (Original Score)|0|Fantastic Mr. Fox |Alexandre Desplat,,,,,,,,,,,
1881|1966|Art Direction (Color)|1|Fantastic Voyage |Art Direction: Jack Martin Smith, Dale Hennesy; Set Decoration: Walter M. Scott, Stuart A. Reiss,,,,,,,,,
1882|1966|Cinematography (Color)|0|Fantastic Voyage |Ernest Laszlo,,,,,,,,,,,
1883|1966|Film Editing|0|Fantastic Voyage |William B. Murphy,,,,,,,,,,,
1884|1966|Sound Effects|0|Fantastic Voyage |Walter Rossi,,,,,,,,,,,
1885|1966|Special Visual Effects|1|Fantastic Voyage |Art Cruickshank,,,,,,,,,,,
1886|2002|Actress in a Leading Role|0|Far from Heaven|Julianne Moore,,,,,,,,,,,
1887|2002|Cinematography|0|Far from Heaven |Edward Lachman,,,,,,,,,,,
1888|2002|Music (Original Score)|0|Far from Heaven |Elmer Bernstein,,,,,,,,,,,
1889|2002|Writing (Original Screenplay)|0|Far from Heaven |Written by Todd Haynes,,,,,,,,,,,
1890|1967|Music (Original Music Score)|0|Far from the Madding Crowd |Richard Rodney Bennett,,,,,,,,,,,
1891|1993|Cinematography|0|Farewell My Concubine |Gu Changwei,,,,,,,,,,,
1892|1993|Foreign Language Film|0|Farewell My Concubine |Hong Kong,,,,,,,,,,,
1893|1975|Actress in a Supporting Role|0|Farewell, My Lovely|Sylvia Miles,,,,,,,,,,
1894|1996|Actor in a Supporting Role|0|Fargo|William H. Macy,,,,,,,,,,,
1895|1996|Actress in a Leading Role|1|Fargo|Frances McDormand,,,,,,,,,,,
1896|1996|Best Picture|0|Fargo |Ethan Coen, Producer,,,,,,,,,,
1897|1996|Cinematography|0|Fargo |Roger Deakins,,,,,,,,,,,
1898|1996|Directing|0|Fargo |Joel Coen,,,,,,,,,,,
1899|1996|Film Editing|0|Fargo |Roderick Jaynes,,,,,,,,,,,
1900|1996|Writing (Screenplay Written Directly for the Screen)|1|Fargo |Ethan Coen, Joel Coen,,,,,,,,,,
1901|1994|Foreign Language Film|0|Farinelli: Il Castrato |Belgium,,,,,,,,,,,
1902|1972|Actress in a Supporting Role|0|Fat City|Susan Tyrrell,,,,,,,,,,,
1903|1987|Actress in a Leading Role|0|Fatal Attraction|Glenn Close,,,,,,,,,,,
1904|1987|Actress in a Supporting Role|0|Fatal Attraction|Anne Archer,,,,,,,,,,,
1905|1987|Best Picture|0|Fatal Attraction |Stanley R. Jaffe and Sherry Lansing, Producers,,,,,,,,,,
1906|1987|Directing|0|Fatal Attraction |Adrian Lyne,,,,,,,,,,,
1907|1987|Film Editing|0|Fatal Attraction |Michael Kahn, Peter E. Berger,,,,,,,,,,
1908|1987|Writing (Screenplay Based on Material from Another Medium)|0|Fatal Attraction |James Dearden,,,,,,,,,,,
1909|1964|Cinematography (Black and White)|0|Fate Is the Hunter |Milton Krasner,,,,,,,,,,,
1910|2000|Short Film (Animated)|1|Father and Daughter |Michael Dudok de Wit,,,,,,,,,,,
1911|1964|Film Editing|0|Father Goose |Ted J. Kent,,,,,,,,,,,
1912|1964|Sound|0|Father Goose |Universal City Studio Sound Department, Waldon O. Watson, Sound Director,,,,,,,,,
1913|1964|Writing (Story and Screenplay, Written Directly for the Screen)|1|Father Goose |Story by S. H. Barnett; Screenplay by Peter Stone, Frank Tarloff,,,,,,,,,
1914|1950|Actor|0|Father of the Bride|Spencer Tracy,,,,,,,,,,,
1915|1950|Best Motion Picture|0|Father of the Bride |Metro-Goldwyn-Mayer,,,,,,,,,,,
1916|1950|Writing (Screenplay)|0|Father of the Bride |Frances Goodrich, Albert Hackett,,,,,,,,,,
1917|1993|Actress in a Supporting Role|0|Fearless|Rosie Perez,,,,,,,,,,,
1918|2014|Short Film (Animated)|1|Feast |Patrick Osborne and Kristina Reed,,,,,,,,,,,
1919|1992|Honorary Award|1|Federico Fellini|,,,,,,,,,,,
1920|1963|Art Direction (Black and White)|0|Federico Fellini's 8-1/2 |Piero Gherardi,,,,,,,,,,,
1921|1963|Costume Design (Black and White)|1|Federico Fellini's 8-1/2 |Piero Gherardi,,,,,,,,,,,
1922|1963|Directing|0|Federico Fellini's 8-1/2 |Federico Fellini,,,,,,,,,,,
1923|1963|Foreign Language Film|1|Federico Fellini's 8-1/2 |Italy,,,,,,,,,,,
1924|1963|Writing (Story and Screenplay, Written Directly for the Screen)|0|Federico Fellini's 8-1/2 |Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi,,,,,,,
1925|1970|Directing|0|Fellini Satyricon |Federico Fellini,,,,,,,,,,,
1926|1976|Costume Design|1|Fellini's Casanova |Danilo Donati,,,,,,,,,,,
1927|1976|Writing (Screenplay, Based on Material from Another Medium)|0|Fellini's Casanova |Federico Fellini, Bernardino Zapponi,,,,,,,,,
1928|2013|Short Film (Animated)|0|Feral |Daniel Sousa and Dan Golden,,,,,,,,,,,
1929|2003|Documentary (Short Subject)|0|Ferry Tales |Katja Esson,,,,,,,,,,,
1930|1967|Documentary (Feature)|0|Festival |Murray Lerner, Producer,,,,,,,,,,
1931|1995|Documentary (Feature)|0|Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program |Allan Miller, Walter Scheuer,,,,,,,,,,
1932|1971|Actor|0|Fiddler on the Roof|Topol,,,,,,,,,,,
1933|1971|Actor in a Supporting Role|0|Fiddler on the Roof|Leonard Frey,,,,,,,,,,,
1934|1971|Art Direction|0|Fiddler on the Roof |Art Direction: Robert Boyle, Michael Stringer; Set Decoration: Peter Lamont,,,,,,,,,,
1935|1971|Best Picture|0|Fiddler on the Roof |Norman Jewison, Producer,,,,,,,,,,
1936|1971|Cinematography|1|Fiddler on the Roof |Oswald Morris,,,,,,,,,,,
1937|1971|Directing|0|Fiddler on the Roof |Norman Jewison,,,,,,,,,,,
1938|1971|Music (Scoring: Adaptation and Original Song Score)|1|Fiddler on the Roof |Adaptation Score by John Williams,,,,,,,,,,,
1939|1971|Sound|1|Fiddler on the Roof |Gordon K. McCallum, David Hildyard,,,,,,,,,,
1940|1989|Best Picture|0|Field of Dreams |Lawrence Gordon and Charles Gordon, Producers,,,,,,,,,,
1941|1989|Music (Original Score)|0|Field of Dreams |James Horner,,,,,,,,,,,
1942|1989|Writing (Screenplay Based on Material from Another Medium)|0|Field of Dreams |Phil Alden Robinson,,,,,,,,,,,
1943|2001|Short Film (Animated)|0|Fifty Percent Grey |Ruairi Robinson, Seamus Byrne,,,,,,,,,,
1944|1999|Sound Effects Editing|0|Fight Club |Ren Klyce, Richard Hymns,,,,,,,,,,
1945|1975|Documentary (Feature)|0|Fighting for Our Lives |Glen Pearcy, Producer,,,,,,,,,,
1946|2003|Animated Feature Film|1|Finding Nemo |Andrew Stanton,,,,,,,,,,,
1947|2003|Music (Original Score)|0|Finding Nemo |Thomas Newman,,,,,,,,,,,
1948|2003|Sound Editing|0|Finding Nemo |Gary Rydstrom and Michael Silvers,,,,,,,,,,,
1949|2003|Writing (Original Screenplay)|0|Finding Nemo |Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton,,,,,,,,,,
1950|2004|Actor in a Leading Role|0|Finding Neverland|Johnny Depp,,,,,,,,,,,
1951|2004|Art Direction|0|Finding Neverland |Art Direction: Gemma Jackson; Set Decoration: Trisha Edwards,,,,,,,,,,,
1952|2004|Best Picture|0|Finding Neverland |Richard N. Gladstein and Nellie Bellflower, Producers,,,,,,,,,,
1953|2004|Costume Design|0|Finding Neverland |Alexandra Byrne,,,,,,,,,,,
1954|2004|Film Editing|0|Finding Neverland |Matt Chesse,,,,,,,,,,,
1955|2004|Music (Original Score)|1|Finding Neverland |Jan A.P. Kaczmarek,,,,,,,,,,,
1956|2004|Writing (Adapted Screenplay)|0|Finding Neverland |Screenplay by David Magee,,,,,,,,,,,
1957|2014|Documentary (Feature)|0|Finding Vivian Maier |John Maloof and Charlie Siskel,,,,,,,,,,,
1958|1989|Documentary (Short Subject)|0|Fine Food, Fine Pastries, Open 6 to 9 |David Petersen, Producer,,,,,,,,
1959|1968|Music (Score of a Musical Picture, Original or Adaptation)|0|Finian's Rainbow |Adaptation score by Ray Heindorf,,,,,,,,,,
1960|1968|Sound|0|Finian's Rainbow |Warner Brothers-Seven Arts Studio Sound Department,,,,,,,,,,,
1961|1992|Documentary (Feature)|0|Fires of Kuwait |Sally Dundas, Producer,,,,,,,,,,
1962|1983|Documentary (Feature)|0|First Contact |Bob Connolly and Robin Anderson, Producers,,,,,,,,,,
1963|1977|Documentary (Short Subject)|0|First Edition |Helen Whitney and DeWitt L. Sage, Jr., Producers,,,,,,,,,
1964|1970|Foreign Language Film|0|First Love |Switzerland,,,,,,,,,,,
1965|1981|Short Film (Live Action)|0|First Winter |John N. Smith, Producer,,,,,,,,,,
1966|1970|Actor|0|Five Easy Pieces|Jack Nicholson,,,,,,,,,,,
1967|1970|Actress in a Supporting Role|0|Five Easy Pieces|Karen Black,,,,,,,,,,,
1968|1970|Best Picture|0|Five Easy Pieces |Bob Rafelson and Richard Wechsler, Producers,,,,,,,,,,
1969|1970|Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)|0|Five Easy Pieces |Story by Bob Rafelson, Adrien Joyce; Screenplay by Adrien Joyce,,,,,,,,,
1970|1952|Directing|0|Five Fingers |Joseph L. Mankiewicz,,,,,,,,,,,
1971|1952|Writing (Screenplay)|0|Five Fingers |Michael Wilson,,,,,,,,,,,
1972|2006|Sound Editing|0|Flags of Our Fathers |Alan Robert Murray and Bub Asman,,,,,,,,,,,
1973|2006|Sound Mixing|0|Flags of Our Fathers |John Reitz, Dave Campbell, Gregg Rudloff and Walt Martin,,,,,,,,,
1974|1983|Documentary (Short Subject)|1|Flamenco at 5:15 |Cynthia Scott and Adam Symansky, Producers,,,,,,,,,,
1975|1983|Cinematography|0|Flashdance |Don Peterman,,,,,,,,,,,
1976|1983|Film Editing|0|Flashdance |Bud Smith, Walt Mulconery,,,,,,,,,,
1977|1952|Film Editing|0|Flat Top |William Austin,,,,,,,,,,,
1978|1990|Sound Effects Editing|0|Flatliners |Charles L. Campbell, Richard Franklin,,,,,,,,,,
1979|2012|Actor in a Leading Role|0|Flight|Denzel Washington,,,,,,,,,,,
1980|2012|Writing (Original Screenplay)|0|Flight |Written by John Gatins,,,,,,,,,,,
1981|1977|Short Film (Live Action)|0|Floating Free |Jerry Butts, Producer,,,,,,,,,,
1982|1961|Art Direction (Color)|0|Flower Drum Song |Art Direction: Alexander Golitzen, Joseph Wright; Set Decoration: Howard Bristol,,,,,,,,,,
1983|1961|Cinematography (Color)|0|Flower Drum Song |Russell Metty,,,,,,,,,,,
1984|1961|Costume Design (Color)|0|Flower Drum Song |Irene Sharaff,,,,,,,,,,,
1985|1961|Music (Scoring of a Musical Picture)|0|Flower Drum Song |Alfred Newman, Ken Darby,,,,,,,,,,
1986|1961|Sound|0|Flower Drum Song |Revue Studio Sound Department, Waldon O. Watson, Sound Director,,,,,,,,,
1987|1996|Cinematography|0|Fly Away Home |Caleb Deschanel,,,,,,,,,,,
1988|2009|Documentary (Feature)|0|Food, Inc. |Robert Kenner and Elise Pearlstein,,,,,,,,,,
1989|1957|Short Subject (Live Action)|0|Foothold on Antarctica |James Carr, Producer,,,,,,,,,,
1990|2011|Foreign Language Film|0|Footnote |Israel,,,,,,,,,,,
1991|1989|Documentary (Feature)|0|For All Mankind |Al Reinert and Betsy Broyles Breier, Producers,,,,,,,,,,
1992|1993|Documentary (Feature)|0|For Better or for Worse |David Collier, Betsy Thompson,,,,,,,,,,
1993|2001|Short Film (Animated)|1|For the Birds |Ralph Eggleston,,,,,,,,,,,
1994|1991|Actress in a Leading Role|0|For the Boys|Bette Midler,,,,,,,,,,,
1995|1954|Writing (Motion Picture Story)|0|Forbidden Games |Fran?ßois Boyer,,,,,,,,,,,
1996|1952|Honorary Foreign Language Film Award|1|Forbidden Games - Best Foreign Language Film first released in the United States during 1952.|,,,,,,,,,,,
1997|1956|Special Effects|0|Forbidden Planet |A. Arnold Gillespie, Irving Ries, Wesley C. Miller,,,,,,,,,
1998|1990|Documentary (Feature)|0|Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade |Judith Montell, Producer,,,,,,,,,,
1999|1994|Actor in a Leading Role|1|Forrest Gump|Tom Hanks,,,,,,,,,,,
2000|1994|Actor in a Supporting Role|0|Forrest Gump|Gary Sinise,,,,,,,,,,,
2001|1994|Art Direction|0|Forrest Gump |Art Direction: Rick Carter; Set Decoration: Nancy Haigh,,,,,,,,,,,
2002|1994|Best Picture|1|Forrest Gump |Wendy Finerman, Steve Tisch and Steve Starkey, Producers,,,,,,,,,
2003|1994|Cinematography|0|Forrest Gump |Don Burgess,,,,,,,,,,,
2004|1994|Directing|1|Forrest Gump |Robert Zemeckis,,,,,,,,,,,
2005|1994|Film Editing|1|Forrest Gump |Arthur Schmidt,,,,,,,,,,,
2006|1994|Makeup|0|Forrest Gump |Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory,,,,,,,,,
2007|1994|Music (Original Score)|0|Forrest Gump |Alan Silvestri,,,,,,,,,,,
2008|1994|Sound|0|Forrest Gump |Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan,,,,,,,,
2009|1994|Sound Effects Editing|0|Forrest Gump |Gloria S. Borders, Randy Thom,,,,,,,,,,
2010|1994|Visual Effects|1|Forrest Gump |Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall,,,,,,,,
2011|1994|Writing (Screenplay Based on Material Previously Produced or Published)|1|Forrest Gump |Eric Roth,,,,,,,,,,,
2012|1965|Short Subject (Live Action)|0|Fortress of Peace |Lothar Wolff, Producer,,,,,,,,,,
2013|1964|Documentary (Feature)|0|Four Days in November |Mel Stuart, Producer,,,,,,,,,,
2014|1997|Foreign Language Film|0|Four Days in September |Brazil,,,,,,,,,,,
2015|1973|Documentary (Short Subject)|0|Four Stones for Kanemitsu |Terry Sanders and June Wayne, Producers,,,,,,,,,,
2016|1994|Best Picture|0|Four Weddings and a Funeral |Duncan Kenworthy, Producer,,,,,,,,,,
2017|1994|Writing (Screenplay Written Directly for the Screen)|0|Four Weddings and a Funeral |Richard Curtis,,,,,,,,,,,
2018|1951|Art Direction (Black and White)|0|Fourteen Hours |Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Thomas Little, Fred J. Rode,,,,,,,,,
2019|2014|Actor in a Leading Role|0|Foxcatcher|Steve Carell,,,,,,,,,,,
2020|2014|Actor in a Supporting Role|0|Foxcatcher|Mark Ruffalo,,,,,,,,,,,
2021|2014|Directing|0|Foxcatcher |Bennett Miller,,,,,,,,,,,
2022|2014|Makeup and Hairstyling|0|Foxcatcher |Bill Corso and Dennis Liddiard,,,,,,,,,,,
2023|2014|Writing (Original Screenplay)|0|Foxcatcher |Written by E. Max Frye and Dan Futterman,,,,,,,,,,,
2024|1999|Award of Commendation|1|FPC, Incorporated|,,,,,,,,,,
2025|1982|Actress in a Leading Role|0|Frances|Jessica Lange,,,,,,,,,,,
2026|1982|Actress in a Supporting Role|0|Frances|Kim Stanley,,,,,,,,,,,
2027|1987|Documentary (Short Subject)|0|Frances Steloff: Memoirs of a Bookseller |Deborah Dickson, Producer,,,,,,,,,,
2028|2010|Irving G. Thalberg Memorial Award|1|Francis Ford Coppola|,,,,,,,,,,,
2029|1973|Short Subject (Animated)|1|Frank Film |Frank Mouris, Producer,,,,,,,,,,
2030|1970|Jean Hersholt Humanitarian Award|1|Frank Sinatra|,,,,,,,,,,,
2031|2012|Animated Feature Film|0|Frankenweenie |Tim Burton,,,,,,,,,,,
2032|1994|Short Film (Live Action)|1|Franz Kafka's It's a Wonderful Life |Peter Capaldi, Ruth Kenley-Letts,,,,,,,,,,
2033|1987|Gordon E. Sawyer Award|1|Fred Hynes|,,,,,,,,,,,
2034|1980|Medal of Commendation|1|Fred Hynes|,,,,,,,,,,,
2035|1961|Honorary Award|1|Fred L. Metzler|,,,,,,,,,,,
2036|1994|Documentary (Feature)|0|Freedom on My Mind |Connie Field, Marilyn Mulford,,,,,,,,,,
2037|2007|Documentary (Short Subject)|1|Freeheld |Cynthia Wade and Vanessa Roth,,,,,,,,,,,
2038|2009|Short Film (Animated)|0|French Roast |Fabrice O. Joubert,,,,,,,,,,,
2039|2012|Short Film (Animated)|0|Fresh Guacamole |PES,,,,,,,,,,,
2040|1962|Music (Music Score, Substantially Original)|0|Freud |Jerry Goldsmith,,,,,,,,,,
2041|1962|Writing (Story and Screenplay, Written Directly for the Screen)|0|Freud |Story by Charles Kaufman; Screenplay by Charles Kaufman, Wolfgang Reinhardt,,,,,,,,,
2042|2002|Actress in a Leading Role|0|Frida|Salma Hayek,,,,,,,,,,,
2043|2002|Art Direction|0|Frida |Art Direction: Felipe Fernandez del Paso; Set Decoration: Hania Robledo,,,,,,,,,,,
2044|2002|Costume Design|0|Frida |Julie Weiss,,,,,,,,,,,
2045|2002|Makeup|1|Frida |John Jackson, Beatrice De Alba,,,,,,,,,,
2046|2002|Music (Original Score)|1|Frida |Elliot Goldenthal,,,,,,,,,,,
2047|1991|Actress in a Supporting Role|0|Fried Green Tomatoes|Jessica Tandy,,,,,,,,,,,
2048|1991|Writing (Screenplay Based on Material Previously Produced or Published)|0|Fried Green Tomatoes |Fannie Flagg, Carol Sobieski,,,,,,,,,,
2049|1956|Actor in a Supporting Role|0|Friendly Persuasion|Anthony Perkins,,,,,,,,,,,
2050|1956|Best Motion Picture|0|Friendly Persuasion |William Wyler, Producer,,,,,,,,,,
2051|1956|Directing|0|Friendly Persuasion |William Wyler,,,,,,,,,,,
2052|1956|Sound Recording|0|Friendly Persuasion |Westrex Sound Services, Inc., Gordon R. Glennan, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director,,,,,,
2053|1956|Writing (Screenplay, Adapted)|0|Friendly Persuasion |Michael Wilson,,,,,,,,,,
2054|1972|Short Subject (Live Action)|0|Frog Story |Ron Satlof and Ray Gideon, Producers,,,,,,,,,,
2055|1953|Short Subject (Cartoon)|0|From A to Z-Z-Z-Z |Edward Selzer, Producer,,,,,,,,,,
2056|1959|Documentary (Short Subject)|0|From Generation to Generation |Edward F. Cullen, Producer,,,,,,,,,,
2057|1953|Actor|0|From Here to Eternity|Montgomery Clift,,,,,,,,,,,
2058|1953|Actor|0|From Here to Eternity|Burt Lancaster,,,,,,,,,,,
2059|1953|Actor in a Supporting Role|1|From Here to Eternity|Frank Sinatra,,,,,,,,,,,
2060|1953|Actress|0|From Here to Eternity|Deborah Kerr,,,,,,,,,,,
2061|1953|Actress in a Supporting Role|1|From Here to Eternity|Donna Reed,,,,,,,,,,,
2062|1953|Best Motion Picture|1|From Here to Eternity |Buddy Adler, Producer,,,,,,,,,,
2063|1953|Cinematography (Black and White)|1|From Here to Eternity |Burnett Guffey,,,,,,,,,,,
2064|1953|Costume Design (Black and White)|0|From Here to Eternity |Jean Louis,,,,,,,,,,,
2065|1953|Directing|1|From Here to Eternity |Fred Zinnemann,,,,,,,,,,,
2066|1953|Film Editing|1|From Here to Eternity |William Lyon,,,,,,,,,,,
2067|1953|Music (Music Score of a Dramatic or Comedy Picture)|0|From Here to Eternity |Morris Stoloff, George Duning,,,,,,,,,,
2068|1953|Sound Recording|1|From Here to Eternity |Columbia Studio Sound Department, John P. Livadary, Sound Director,,,,,,,,,
2069|1953|Writing (Screenplay)|1|From Here to Eternity |Daniel Taradash,,,,,,,,,,,
2070|1980|Documentary (Feature)|1|From Mao to Mozart: Isaac Stern in China |Murray Lerner, Producer,,,,,,,,,,
2071|1980|Documentary (Feature)|0|Front Line |David Bradbury, Producer,,,,,,,,,,
2072|2008|Actor in a Leading Role|0|Frost/Nixon|Frank Langella,,,,,,,,,,,
2073|2008|Best Picture|0|Frost/Nixon |Brian Grazer, Ron Howard and Eric Fellner, Producers,,,,,,,,,
2074|2008|Directing|0|Frost/Nixon |Ron Howard,,,,,,,,,,,
2075|2008|Film Editing|0|Frost/Nixon |Mike Hill and Dan Hanley,,,,,,,,,,,
2076|2008|Writing (Adapted Screenplay)|0|Frost/Nixon |Screenplay by Peter Morgan,,,,,,,,,,,
2077|2013|Animated Feature Film|1|Frozen |Chris Buck, Jennifer Lee and Peter Del Vecho,,,,,,,,,,
2078|2008|Actress in a Leading Role|0|Frozen River|Melissa Leo,,,,,,,,,,,
2079|2008|Writing (Original Screenplay)|0|Frozen River |Written by Courtney Hunt,,,,,,,,,,,
2080|1987|Writing (Screenplay Based on Material from Another Medium)|0|Full Metal Jacket |Stanley Kubrick, Michael Herr, Gustav Hasford,,,,,,,,,
2081|1957|Art Direction|0|Funny Face |Art Direction: Hal Pereira, George W. Davis; Set Decoration: Sam Comer, Ray Moyer,,,,,,,,,
2082|1957|Cinematography|0|Funny Face |Ray June,,,,,,,,,,,
2083|1957|Costume Design|0|Funny Face |Edith Head, Hubert de Givenchy,,,,,,,,,,
2084|1957|Writing (Story and Screenplay, Written Directly for the Screen)|0|Funny Face |Leonard Gershe,,,,,,,,,,
2085|1968|Actress|1|Funny Girl|Barbra Streisand,,,,,,,,,,,
2086|1968|Actress in a Supporting Role|0|Funny Girl|Kay Medford,,,,,,,,,,,
2087|1968|Best Picture|0|Funny Girl |Ray Stark, Producer,,,,,,,,,,
2088|1968|Cinematography|0|Funny Girl |Harry Stradling,,,,,,,,,,,
2089|1968|Film Editing|0|Funny Girl |Robert Swink, Maury Winetrobe, William Sands,,,,,,,,,
2090|1968|Music (Score of a Musical Picture, Original or Adaptation)|0|Funny Girl |Adaptation score by Walter Scharf,,,,,,,,,,
2091|1968|Sound|0|Funny Girl |Columbia Studio Sound Department,,,,,,,,,,,
2092|1975|Cinematography|0|Funny Lady |James Wong Howe,,,,,,,,,,,
2093|1975|Costume Design|0|Funny Lady |Ray Aghayan, Bob Mackie,,,,,,,,,,
2094|1975|Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation)|0|Funny Lady |Adaptation Score by Peter Matz,,,,,,,,,,,
2095|1975|Sound|0|Funny Lady |Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon,,,,,,,,
2096|1987|Actress in a Supporting Role|0|Gaby - A True Story|Norma Aleandro,,,,,,,,,,,
2097|1955|Short Subject (One Reel)|0|Gadgets Galore |Robert Youngson, Producer,,,,,,,,,,
2098|1995|Short Film (Animated)|0|Gagarin |Alexij Kharitidi,,,,,,,,,,,
2099|1969|Art Direction|0|Gaily, Gaily |Art Direction: Robert Boyle, George B. Chan; Set Decoration: Edward Boyle, Carl Biddiscombe,,,,,,,,
2100|1969|Costume Design|0|Gaily, Gaily |Ray Aghayan,,,,,,,,,,
2101|1969|Sound|0|Gaily, Gaily |Robert Martin, Clem Portman,,,,,,,,,
2102|1966|Art Direction (Color)|0|Gambit |Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: John McCarthy, John Austin,,,,,,,,,
2103|1966|Costume Design (Color)|0|Gambit |Jean Louis,,,,,,,,,,,
2104|1966|Sound|0|Gambit |Universal City Studio Sound Department, Waldon O. Watson, Sound Director,,,,,,,,,
2105|1982|Actor in a Leading Role|1|Gandhi|Ben Kingsley,,,,,,,,,,,
